time,x,y,z
1751976099.876,-398.107,435.495,255.037
1751976099.926,-398.095,435.492,255.022
1751976099.971,-398.101,435.482,255.024
1751976100.021,-398.094,435.477,255.033
1751976100.074,-398.115,435.468,255.024
1751976100.116,-398.114,435.485,255.019
1751976100.162,-398.117,435.475,255.055
1751976100.219,-398.138,435.475,255.025
1751976100.260,-398.120,435.484,255.005
1751976100.303,-398.097,435.483,255.014
1751976100.335,-398.132,435.479,255.020
1751976100.376,-398.108,435.473,255.022
1751976100.420,-398.122,435.468,255.045
1751976100.451,-398.110,435.487,255.033
1751976100.502,-398.114,435.484,255.018
1751976100.543,-398.112,435.478,255.021
1751976100.595,-398.107,435.490,255.026
1751976100.640,-398.133,435.465,255.027
1751976100.681,-398.096,435.493,255.040
1751976100.724,-398.108,435.474,255.059
1751976100.772,-398.092,435.487,255.040
1751976100.815,-398.100,435.484,255.030
1751976100.863,-398.115,435.496,255.031
1751976100.914,-398.122,435.479,255.051
1751976100.970,-398.131,435.471,255.037
1751976101.025,-398.096,435.487,255.040
1751976101.073,-398.126,435.485,255.026
1751976101.115,-398.112,435.468,255.009
1751976101.160,-398.112,435.488,255.014
1751976101.199,-398.110,435.494,255.028
1751976101.244,-398.120,435.484,255.036
1751976101.278,-398.106,435.477,255.007
1751976101.337,-398.150,435.461,255.032
1751976101.392,-398.139,435.471,255.042
1751976101.451,-398.113,435.472,255.009
1751976101.495,-398.106,435.495,255.037
1751976101.557,-398.122,435.480,255.043
1751976101.606,-398.100,435.493,255.038
1751976101.642,-398.121,435.486,255.030
1751976101.688,-398.111,435.478,255.046
1751976101.734,-398.110,435.490,255.024
1751976101.778,-398.127,435.485,255.027
1751976101.825,-398.108,435.499,255.060
1751976101.879,-398.129,435.465,255.040
1751976101.921,-398.115,435.484,255.016
1751976101.956,-398.124,435.470,255.014
1751976101.992,-398.113,435.484,255.013
1751976102.039,-398.122,435.478,255.035
1751976102.104,-398.137,435.480,255.037
1751976102.158,-398.122,435.484,255.045
1751976102.196,-398.098,435.492,255.004
1751976102.229,-398.135,435.471,255.038
1751976102.279,-398.084,435.492,254.995
1751976102.328,-398.113,435.495,255.032
1751976102.368,-398.112,435.479,255.023
1751976102.409,-398.113,435.486,255.027
1751976102.447,-398.099,435.494,255.015
1751976102.499,-398.110,435.496,255.040
1751976102.559,-398.101,435.478,255.020
1751976102.596,-398.138,435.466,255.048
1751976102.628,-398.111,435.479,255.038
1751976102.670,-398.127,435.465,255.004
1751976102.713,-398.114,435.474,255.018
1751976102.753,-398.105,435.483,255.033
1751976102.792,-398.146,435.459,255.015
1751976102.847,-398.142,435.471,255.023
1751976102.908,-398.116,435.484,255.057
1751976102.948,-398.120,435.485,255.044
1751976102.986,-398.109,435.489,255.064
1751976103.022,-398.114,435.478,255.011
1751976103.068,-398.099,435.482,255.031
1751976103.104,-398.142,435.476,255.007
1751976103.150,-398.109,435.489,255.010
1751976103.195,-398.105,435.478,255.024
1751976103.227,-398.122,435.459,255.033
1751976103.258,-398.091,435.492,255.014
1751976103.302,-398.099,435.489,255.048
1751976103.360,-398.098,435.492,255.030
1751976103.412,-398.102,435.489,255.030
1751976103.474,-398.091,435.496,255.012
1751976103.521,-398.140,435.460,255.032
1751976103.561,-398.131,435.471,255.050
1751976103.619,-398.131,435.471,255.023
1751976103.663,-398.120,435.475,254.997
1751976103.704,-398.071,435.496,255.003
1751976103.757,-398.116,435.495,255.029
1751976103.813,-398.126,435.459,255.038
1751976103.852,-398.117,435.479,255.019
1751976103.901,-398.125,435.475,255.015
1751976103.946,-398.128,435.475,255.013
1751976103.992,-398.116,435.473,255.043
1751976104.044,-398.122,435.469,255.027
1751976104.093,-398.112,435.490,255.056
1751976104.139,-398.114,435.483,255.042
1751976104.188,-398.104,435.500,255.065
1751976104.243,-398.092,435.497,255.020
1751976104.375,-398.110,435.468,254.997
