time,x,y,z
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.573,-554.265,260.300,49.286
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.631,-554.265,260.292,49.285
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.666,-554.239,260.293,49.262
1751974450.702,-554.290,260.267,49.290
1751974450.702,-554.290,260.267,49.290
1751974450.702,-554.290,260.267,49.290
1751974450.702,-554.290,260.267,49.290
1751974450.702,-554.290,260.267,49.290
1751974450.702,-554.290,260.267,49.290
1751974450.702,-554.290,260.267,49.290
1751974450.702,-554.290,260.267,49.290
