time,x,y,z
1751978515.513,-398.101,435.486,255.027
1751978515.548,-398.101,435.487,255.052
1751978515.576,-398.102,435.493,255.066
1751978515.609,-398.081,435.491,255.014
1751978515.647,-398.126,435.479,255.027
1751978515.678,-398.089,435.482,255.038
1751978515.713,-398.138,435.466,255.039
1751978515.753,-398.098,435.488,255.020
1751978515.778,-398.104,435.467,255.052
1751978515.798,-398.118,435.480,255.068
1751978515.828,-398.121,435.478,255.013
1751978515.858,-398.090,435.498,255.067
1751978515.899,-398.130,435.470,255.041
1751978515.942,-398.102,435.489,255.030
1751978515.977,-398.096,435.498,255.072
1751978516.001,-398.111,435.467,255.017
1751978516.041,-398.106,435.499,255.021
1751978516.073,-398.084,435.485,255.026
1751978516.094,-398.131,435.470,255.040
1751978516.146,-398.117,435.484,255.068
1751978516.174,-398.110,435.494,255.050
1751978516.194,-398.125,435.474,255.037
1751978516.226,-398.099,435.487,255.029
1751978516.266,-398.128,435.481,255.048
1751978516.293,-398.103,435.483,255.046
1751978516.336,-398.099,435.487,255.045
1751978516.361,-398.102,435.487,255.027
1751978516.393,-398.102,435.472,255.010
1751978516.430,-398.111,435.483,255.059
1751978516.464,-398.109,435.488,255.048
1751978516.490,-398.094,435.491,255.027
1751978516.537,-398.097,435.494,255.034
1751978516.566,-398.097,435.492,255.043
1751978516.608,-398.139,435.469,255.042
1751978516.647,-398.129,435.476,255.044
1751978516.676,-398.129,435.470,255.068
1751978516.702,-398.117,435.483,255.033
1751978516.740,-398.115,435.478,255.045
1751978516.775,-398.120,435.463,255.014
1751978516.815,-398.134,435.475,255.063
1751978516.846,-398.086,435.498,255.060
1751978516.872,-398.093,435.491,255.057
1751978516.905,-398.136,435.470,255.037
1751978516.941,-398.100,435.482,255.047
1751978516.972,-398.110,435.490,255.046
1751978517.003,-398.112,435.490,255.046
1751978517.033,-398.101,435.473,255.015
1751978517.051,-398.101,435.494,255.054
1751978517.090,-398.129,435.469,255.043
1751978517.115,-398.135,435.474,255.038
1751978517.158,-398.108,435.488,255.053
1751978517.194,-398.117,435.479,255.011
1751978517.214,-398.105,435.483,255.015
1751978517.249,-398.100,435.492,255.044
1751978517.286,-398.115,435.479,255.026
1751978517.320,-398.121,435.474,255.041
1751978517.341,-398.130,435.474,255.035
1751978517.384,-398.115,435.473,255.069
1751978517.424,-398.086,435.492,255.037
1751978517.445,-398.118,435.485,255.042
1751978517.481,-398.083,435.497,255.047
1751978517.522,-398.123,435.475,255.034
1751978517.555,-398.108,435.488,255.072
1751978517.590,-398.133,435.464,255.058
1751978517.612,-398.096,435.492,255.040
1751978517.644,-398.110,435.478,255.035
1751978517.676,-398.089,435.477,255.028
1751978517.713,-398.118,435.477,255.049
1751978517.752,-398.138,435.471,255.053
1751978517.802,-398.113,435.467,255.035
1751978517.835,-398.097,435.503,255.038
1751978517.861,-398.120,435.480,255.053
1751978517.891,-398.092,435.487,255.020
1751978517.915,-398.104,435.472,255.036
1751978517.952,-398.097,435.492,255.033
1751978517.976,-398.109,435.487,255.049
1751978518.022,-398.115,435.483,255.053
1751978518.047,-398.121,435.474,255.052
1751978518.089,-398.122,435.474,255.013
1751978518.119,-398.103,435.473,255.031
1751978518.155,-398.126,435.475,255.054
1751978518.187,-398.083,435.493,255.019
1751978518.210,-398.120,435.479,255.059
1751978518.251,-398.135,435.465,255.032
1751978518.291,-398.138,435.470,255.052
1751978518.315,-398.109,435.483,255.050
1751978518.354,-398.113,435.477,255.028
1751978518.387,-398.100,435.478,255.011
1751978518.416,-398.124,435.475,255.041
1751978518.441,-398.128,435.463,255.044
1751978518.484,-398.095,435.493,255.024
1751978518.519,-398.122,435.469,255.048
1751978518.540,-398.110,435.478,255.035
1751978518.587,-398.127,435.464,255.054
1751978518.605,-398.109,435.478,255.066
1751978518.646,-398.115,435.479,255.047
1751978518.693,-398.109,435.478,254.994
1751978518.725,-398.118,435.474,255.059
1751978518.744,-398.106,435.489,255.041
1751978518.787,-398.119,435.469,255.050
1751978518.821,-398.097,435.473,255.024
1751978518.838,-398.106,435.477,255.026
1751978518.880,-398.105,435.483,255.031
1751978518.917,-398.108,435.483,255.054
1751978518.958,-398.095,435.482,255.025
1751978518.989,-398.108,435.473,255.036
1751978519.026,-398.094,435.497,255.021
1751978519.058,-398.124,435.473,255.037
1751978519.089,-398.110,435.474,255.056
1751978519.107,-398.123,435.489,255.045
1751978519.152,-398.111,435.488,255.034
1751978519.184,-398.135,435.475,255.042
1751978519.226,-398.111,435.478,255.018
1751978519.265,-398.112,435.467,255.044
1751978519.307,-398.092,435.503,255.034
1751978519.345,-398.106,435.468,255.052
1751978519.368,-398.107,435.492,255.018
1751978519.387,-398.119,435.473,255.037
1751978519.417,-398.134,435.472,255.046
1751978519.449,-398.095,435.492,255.039
1751978519.476,-398.140,435.470,255.025
1751978519.508,-398.105,435.500,255.036
1751978519.546,-398.114,435.483,255.023
1751978519.580,-398.118,435.475,255.033
1751978519.624,-398.118,435.495,255.057
1751978519.660,-398.118,435.478,255.027
1751978519.695,-398.101,435.498,255.073
1751978519.731,-398.141,435.470,255.045
1751978519.763,-398.101,435.467,255.035
1751978519.809,-398.102,435.472,255.060
1751978519.837,-398.116,435.478,255.034
1751978519.871,-398.118,435.469,255.030
1751978519.902,-398.113,435.490,255.051
1751978519.934,-398.109,435.464,255.031
1751978519.951,-398.114,435.467,255.024
1751978519.970,-398.077,435.502,255.055
1751978520.024,-398.105,435.487,255.018
1751978520.060,-398.105,435.489,255.027
1751978520.086,-398.115,435.478,255.017
1751978520.112,-398.120,435.478,255.035
1751978520.161,-398.118,435.479,255.043
1751978520.201,-398.122,435.479,255.040
1751978520.225,-398.104,435.489,255.050
1751978520.256,-398.105,435.500,255.035
1751978520.290,-398.095,435.487,255.020
1751978520.325,-398.101,435.492,255.025
1751978520.352,-398.101,435.493,255.056
1751978520.389,-398.129,435.480,255.057
1751978520.419,-398.114,435.472,255.016
1751978520.437,-398.098,435.489,255.062
1751978520.472,-398.113,435.483,255.041
1751978520.518,-398.105,435.482,255.028
1751978520.543,-398.110,435.469,255.037
1751978520.581,-398.113,435.470,255.036
1751978520.620,-398.091,435.472,255.045
1751978520.650,-398.100,435.479,255.038
1751978520.679,-398.094,435.478,255.022
1751978520.713,-398.113,435.494,255.053
1751978520.754,-398.119,435.480,255.025
1751978520.788,-398.101,435.487,255.048
1751978520.808,-398.105,435.494,255.071
1751978520.844,-398.111,435.489,255.060
1751978520.872,-398.121,435.479,255.057
1751978520.911,-398.103,435.478,255.020
1751978520.953,-398.110,435.496,255.040
1751978520.992,-398.128,435.490,255.072
1751978521.022,-398.084,435.498,255.058
1751978521.056,-398.107,435.476,255.034
1751978521.096,-398.104,435.478,255.028
1751978521.134,-398.109,435.458,255.049
1751978521.166,-398.088,435.476,255.021
1751978521.187,-398.142,435.455,255.022
1751978521.221,-398.115,435.489,255.050
1751978521.248,-398.085,435.495,255.041
1751978521.289,-398.101,435.493,255.042
1751978521.307,-398.116,435.484,255.030
1751978521.339,-398.112,435.468,255.049
1751978521.389,-398.095,435.492,255.006
1751978521.420,-398.104,435.467,255.004
1751978521.445,-398.125,435.479,255.056
1751978521.484,-398.140,435.467,255.063
1751978521.516,-398.117,435.469,255.020
1751978521.546,-398.115,435.469,255.053
1751978521.586,-398.077,435.492,255.041
1751978521.608,-398.137,435.477,255.075
1751978521.654,-398.128,435.486,255.054
1751978521.672,-398.135,435.471,255.064
1751978521.725,-398.102,435.494,255.057
1751978521.767,-398.122,435.473,255.060
1751978521.785,-398.124,435.470,255.050
1751978521.819,-398.117,435.469,255.006
1751978521.847,-398.106,435.473,255.018
1751978521.879,-398.117,435.483,255.040
1751978521.927,-398.109,435.499,255.065
1751978521.959,-398.112,435.489,255.027
1751978522.000,-398.118,435.479,255.026
1751978522.019,-398.105,435.494,255.047
1751978522.049,-398.136,435.481,255.048
1751978522.084,-398.115,435.488,255.018
1751978522.112,-398.111,435.479,255.045
1751978522.148,-398.093,435.487,255.056
1751978522.188,-398.090,435.483,255.038
1751978522.206,-398.096,435.471,255.050
1751978522.239,-398.103,435.498,255.044
1751978522.286,-398.125,435.475,255.025
1751978522.310,-398.116,435.467,255.045
1751978522.360,-398.097,435.498,255.034
1751978522.411,-398.110,435.487,255.049
1751978522.445,-398.127,435.468,255.033
1751978522.479,-398.131,435.490,255.036
1751978522.531,-398.102,435.482,255.036
1751978522.594,-398.122,435.474,255.032
1751978522.655,-398.129,435.480,255.028
1751978522.699,-398.101,435.482,255.045
1751978522.745,-398.111,435.479,255.022
1751978522.795,-398.089,435.480,255.021
1751978522.842,-398.095,435.494,255.044
1751978522.899,-398.092,435.487,255.033
1751978522.959,-398.117,435.495,255.046
1751978522.990,-398.104,435.477,255.040
1751978523.022,-398.127,435.469,255.015
1751978523.076,-398.116,435.479,255.036
1751978523.124,-398.097,435.473,255.047
1751978523.161,-398.124,435.480,255.036
1751978523.208,-398.111,435.479,255.041
1751978523.225,-398.089,435.497,255.038
1751978523.255,-398.095,435.493,255.033
1751978523.281,-398.106,435.476,255.019
1751978523.306,-398.114,435.473,255.049
1751978523.354,-398.117,435.469,255.050
1751978523.376,-398.123,435.464,255.069
1751978523.421,-398.126,435.469,255.075
1751978523.459,-398.140,435.460,255.051
1751978523.488,-398.115,435.477,255.010
1751978523.534,-398.110,435.478,255.035
1751978523.583,-398.112,435.483,255.022
1751978523.624,-398.129,435.479,255.064
1751978523.655,-398.093,435.488,255.051
1751978523.693,-398.121,435.470,255.045
1751978523.732,-398.098,435.494,255.033
1751978523.762,-398.100,435.477,255.025
1751978523.793,-398.139,435.470,255.036
1751978523.845,-398.130,435.475,255.039
1751978523.874,-398.117,435.468,255.047
1751978523.914,-398.103,435.484,255.070
1751978523.957,-398.123,435.475,255.012
1751978523.994,-398.113,435.484,255.034
1751978524.053,-398.119,435.474,255.048
1751978524.108,-398.101,435.494,255.071
1751978524.169,-398.103,435.493,255.013
1751978524.225,-398.110,435.473,255.052
1751978524.271,-398.117,435.472,255.044
1751978524.309,-398.119,435.484,255.011
1751978524.344,-398.108,435.489,255.074
1751978524.378,-398.097,435.472,255.003
1751978524.427,-398.100,435.498,255.038
1751978524.472,-398.097,435.499,255.058
1751978524.516,-398.108,435.484,255.045
1751978524.557,-398.110,435.478,255.012
1751978524.606,-398.119,435.481,255.042
1751978524.644,-398.110,435.473,255.040
1751978524.694,-398.102,435.477,255.041
1751978524.748,-398.109,435.484,255.063
1751978524.806,-398.127,435.469,255.031
1751978524.857,-398.122,435.484,255.033
1751978524.902,-398.104,435.490,255.038
1751978524.934,-398.105,435.482,255.035
1751978524.979,-398.117,435.468,255.021
1751978525.027,-398.112,435.481,255.080
1751978525.082,-398.144,435.460,255.018
1751978525.142,-398.100,435.486,255.030
1751978525.190,-398.103,435.490,255.025
1751978525.226,-398.101,435.482,255.033
1751978525.257,-398.091,435.492,255.004
1751978525.287,-398.127,435.468,255.046
1751978525.320,-398.104,435.492,255.038
1751978525.359,-398.136,435.460,255.061
1751978525.403,-398.120,435.473,255.053
1751978525.440,-398.121,435.489,255.045
1751978525.484,-398.109,435.487,255.031
1751978525.530,-398.128,435.485,255.065
1751978525.592,-398.131,435.475,255.021
1751978525.652,-398.111,435.474,255.036
1751978525.702,-398.112,435.478,255.026
1751978525.735,-398.101,435.477,254.999
1751978525.765,-398.110,435.494,255.059
1751978525.800,-398.122,435.481,255.078
1751978525.846,-398.124,435.479,255.081
1751978525.897,-398.114,435.473,255.030
1751978525.954,-398.099,435.492,255.049
1751978526.011,-398.104,435.492,255.062
1751978526.061,-398.123,435.473,255.044
1751978526.106,-398.084,435.492,255.047
1751978526.146,-398.119,435.491,255.031
1751978526.176,-398.123,435.484,255.052
1751978526.212,-398.088,435.487,255.029
1751978526.273,-398.107,435.489,255.043
1751978526.318,-398.128,435.463,255.032
1751978526.364,-398.125,435.471,255.078
1751978526.403,-398.100,435.477,255.021
1751978526.452,-398.118,435.494,255.025
1751978526.497,-398.121,435.469,255.050
1751978526.532,-398.137,435.466,255.053
1751978526.579,-398.113,435.489,255.046
1751978526.621,-398.132,435.465,255.071
1751978526.665,-398.120,435.476,255.048
1751978526.713,-398.093,435.497,255.033
1751978526.755,-398.101,435.471,255.017
1751978526.807,-398.085,435.497,255.051
1751978526.855,-398.117,435.464,255.031
1751978526.888,-398.092,435.494,255.063
1751978526.937,-398.111,435.494,255.043
1751978526.979,-398.123,435.475,255.025
1751978527.020,-398.120,435.464,255.052
1751978527.065,-398.111,435.495,255.042
1751978527.113,-398.082,435.492,255.015
1751978527.166,-398.133,435.475,255.054
1751978527.226,-398.091,435.487,255.047
1751978527.283,-398.109,435.467,255.026
1751978527.327,-398.119,435.472,255.058
1751978527.376,-398.128,435.472,255.028
1751978527.429,-398.096,435.491,255.053
1751978527.470,-398.115,435.483,255.029
1751978527.504,-398.094,435.487,255.021
1751978527.555,-398.111,435.478,255.009
1751978527.594,-398.117,435.479,255.059
1751978527.628,-398.113,435.490,255.042
1751978527.680,-398.096,435.493,255.058
1751978527.734,-398.135,435.470,255.039
1751978527.775,-398.094,435.491,255.029
1751978527.823,-398.095,435.489,255.021
1751978527.859,-398.092,435.492,255.056
1751978527.893,-398.113,435.484,255.062
1751978527.930,-398.117,435.489,255.030
1751978527.973,-398.111,435.483,255.031
1751978528.037,-398.113,435.472,255.026
1751978528.092,-398.101,435.493,255.025
1751978528.148,-398.107,435.493,255.024
1751978528.204,-398.136,435.459,255.031
1751978528.264,-398.126,435.469,255.036
1751978528.316,-398.093,435.491,255.009
1751978528.358,-398.109,435.468,255.042
1751978528.399,-398.116,435.470,255.014
1751978528.447,-398.116,435.494,255.065
1751978528.512,-398.124,435.480,255.062
1751978528.558,-398.091,435.466,255.040
1751978528.613,-398.107,435.487,255.048
1751978528.673,-398.096,435.488,255.039
1751978528.727,-398.123,435.479,255.063
1751978528.787,-398.120,435.479,255.026
1751978528.831,-398.135,435.470,255.059
1751978528.875,-398.094,435.492,255.045
1751978528.924,-398.099,435.497,255.044
1751978528.962,-398.116,435.478,255.018
1751978529.009,-398.126,435.467,255.064
1751978529.055,-398.091,435.487,255.052
1751978529.106,-398.153,435.466,255.064
1751978529.156,-398.117,435.484,255.065
1751978529.198,-398.127,435.475,255.058
1751978529.244,-398.108,435.463,255.050
1751978529.293,-398.138,435.465,255.064
1751978529.348,-398.131,435.458,255.055
1751978529.390,-398.106,435.494,255.045
1751978529.444,-398.083,435.491,255.036
1751978529.483,-398.116,435.483,255.037
1751978529.535,-398.111,435.485,255.066
1751978529.565,-398.106,435.468,255.021
1751978529.617,-398.102,435.493,255.052
1751978529.667,-398.122,435.459,255.037
1751978529.711,-398.119,435.485,255.028
1751978529.753,-398.103,435.489,255.047
1751978529.799,-398.125,435.473,255.017
1751978529.833,-398.095,435.487,255.067
1751978529.876,-398.104,435.483,255.050
1751978529.911,-398.097,435.491,255.018
1751978529.940,-398.134,435.470,255.043
1751978529.975,-398.134,435.474,255.061
1751978530.006,-398.117,435.486,255.036
1751978530.036,-398.092,435.476,255.028
1751978530.069,-398.118,435.480,255.042
1751978530.120,-398.101,435.492,255.039
1751978530.167,-398.116,435.479,255.043
1751978530.215,-398.131,435.470,255.031
1751978530.266,-398.091,435.476,255.037
1751978530.320,-398.119,435.479,255.029
1751978530.380,-398.115,435.489,255.050
1751978530.431,-398.087,435.491,255.027
1751978530.486,-398.114,435.483,255.058
1751978530.531,-398.136,435.470,255.040
1751978530.577,-398.135,435.460,255.016
1751978530.632,-398.100,435.481,255.035
1751978530.691,-398.122,435.485,255.034
1751978530.731,-398.101,435.488,255.018
1751978530.766,-398.115,435.473,255.050
1751978530.808,-398.129,435.480,255.048
1751978530.874,-398.104,435.477,255.026
1751978530.933,-398.111,435.482,255.055
1751978530.974,-398.114,435.483,255.035
1751978531.016,-398.115,435.467,255.019
1751978531.064,-398.110,435.489,255.061
1751978531.116,-398.116,435.485,255.037
1751978531.161,-398.122,435.479,255.034
1751978531.204,-398.138,435.475,255.042
1751978531.247,-398.099,435.475,255.018
1751978531.290,-398.117,435.468,255.052
1751978531.344,-398.108,435.477,255.027
1751978531.407,-398.094,435.493,255.023
1751978531.454,-398.115,435.478,255.024
1751978531.494,-398.135,435.470,255.042
1751978531.524,-398.097,435.494,255.030
1751978531.571,-398.118,435.479,255.031
1751978531.605,-398.099,435.481,255.044
1751978531.642,-398.097,435.482,255.044
1751978531.666,-398.117,435.463,255.043
1751978531.685,-398.106,435.481,255.050
1751978531.709,-398.097,435.486,255.028
1751978531.755,-398.095,435.493,255.012
1751978531.789,-398.106,435.494,255.034
1751978531.822,-398.092,435.486,255.039
1751978531.859,-398.125,435.484,255.017
1751978531.896,-398.101,435.476,255.022
1751978531.919,-398.103,435.483,255.032
1751978531.936,-398.109,435.494,255.032
1751978531.980,-398.114,435.490,255.041
1751978532.007,-398.121,435.469,255.045
1751978532.052,-398.110,435.479,255.016
1751978532.080,-398.129,435.469,255.014
1751978532.109,-398.085,435.486,255.056
1751978532.138,-398.075,435.501,255.041
1751978532.196,-398.095,435.504,255.073
1751978532.224,-398.120,435.490,255.035
1751978532.250,-398.102,435.482,255.051
1751978532.278,-398.104,435.478,255.018
1751978532.318,-398.105,435.487,255.011
1751978532.356,-398.119,435.469,255.039
1751978532.393,-398.105,435.487,255.054
1751978532.419,-398.149,435.471,255.060
1751978532.459,-398.097,435.477,255.053
1751978532.493,-398.102,435.488,255.028
1751978532.528,-398.118,435.473,255.033
1751978532.561,-398.121,435.494,255.058
1751978532.585,-398.112,435.495,255.062
1751978532.615,-398.094,435.483,255.056
1751978532.639,-398.102,435.467,255.045
1751978532.678,-398.092,435.503,255.045
1751978532.707,-398.132,435.475,255.038
1751978532.749,-398.097,435.494,255.051
1751978532.782,-398.110,435.484,255.033
1751978532.822,-398.135,435.475,255.058
1751978532.855,-398.113,435.479,255.025
1751978532.878,-398.117,435.484,255.039
1751978532.917,-398.089,435.493,255.036
1751978532.962,-398.113,435.479,255.016
1751978532.992,-398.114,435.484,255.047
1751978533.027,-398.114,435.468,255.033
1751978533.061,-398.125,435.479,255.028
1751978533.094,-398.117,435.485,255.057
1751978533.125,-398.090,435.497,255.050
1751978533.155,-398.122,435.468,255.009
1751978533.188,-398.109,435.475,255.033
1751978533.217,-398.143,435.476,255.046
1751978533.258,-398.125,435.485,255.045
1751978533.294,-398.117,435.484,255.040
1751978533.324,-398.100,435.482,255.033
1751978533.345,-398.110,435.488,255.013
1751978533.387,-398.114,435.478,255.018
1751978533.417,-398.114,435.478,255.033
1751978533.453,-398.118,435.490,255.049
1751978533.476,-398.143,435.460,255.054
1751978533.513,-398.105,435.494,255.038
1751978533.560,-398.124,435.463,255.043
1751978533.595,-398.098,435.492,255.030
1751978533.637,-398.112,435.468,255.028
1751978533.680,-398.097,435.483,255.028
1751978533.719,-398.090,435.493,255.043
1751978533.749,-398.141,435.470,255.028
1751978533.778,-398.112,435.489,255.038
1751978533.801,-398.103,435.486,255.041
1751978533.837,-398.117,435.480,255.041
1751978533.870,-398.091,435.504,255.055
1751978533.904,-398.136,435.475,255.046
1751978533.938,-398.159,435.464,255.057
1751978533.972,-398.109,435.488,255.059
1751978534.004,-398.112,435.467,255.034
1751978534.036,-398.130,435.480,255.061
1751978534.064,-398.100,435.489,255.062
1751978534.086,-398.095,435.483,255.024
1751978534.111,-398.143,435.472,255.051
1751978534.161,-398.121,435.479,255.034
1751978534.195,-398.088,435.495,255.044
1751978534.220,-398.112,435.494,255.044
1751978534.257,-398.084,435.492,255.033
1751978534.292,-398.097,435.492,255.056
1751978534.332,-398.094,435.492,255.023
1751978534.361,-398.087,435.490,255.040
1751978534.388,-398.100,435.488,255.021
1751978534.417,-398.094,435.492,255.009
1751978534.443,-398.109,435.493,255.018
1751978534.480,-398.117,435.490,255.046
1751978534.518,-398.102,435.494,255.051
1751978534.552,-398.128,435.474,255.054
1751978534.594,-398.107,435.489,255.061
1751978534.626,-398.105,435.477,255.032
1751978534.653,-398.133,435.470,255.071
1751978534.686,-398.109,435.471,255.039
1751978534.704,-398.100,435.483,255.029
1751978534.747,-398.121,435.469,255.067
1751978534.780,-398.120,435.478,255.055
1751978534.813,-398.130,435.469,255.047
1751978534.857,-398.085,435.486,255.054
1751978534.896,-398.065,435.505,255.014
1751978534.918,-398.089,435.487,255.023
1751978534.941,-398.107,435.472,255.053
1751978534.985,-398.111,435.468,255.046
1751978535.027,-398.131,435.470,255.047
1751978535.063,-398.126,435.470,255.037
1751978535.101,-398.125,435.469,255.031
1751978535.126,-398.116,435.489,255.060
1751978535.160,-398.096,435.482,255.040
1751978535.191,-398.120,435.474,255.016
1751978535.222,-398.113,435.491,255.046
1751978535.251,-398.114,435.478,255.063
1751978535.288,-398.106,435.483,255.033
1751978535.310,-398.106,435.482,255.037
1751978535.341,-398.097,435.477,255.034
1751978535.376,-398.128,435.459,255.029
1751978535.414,-398.108,435.489,255.059
1751978535.453,-398.102,435.494,255.083
1751978535.473,-398.096,435.483,255.053
1751978535.507,-398.128,435.474,255.031
1751978535.558,-398.120,435.475,255.063
1751978535.583,-398.114,435.472,255.000
1751978535.610,-398.105,435.478,255.019
1751978535.650,-398.138,435.465,255.038
1751978535.683,-398.109,435.479,255.044
1751978535.724,-398.134,435.466,255.024
1751978535.764,-398.097,435.494,255.036
1751978535.799,-398.111,435.467,255.033
1751978535.826,-398.128,435.474,255.033
1751978535.860,-398.130,435.469,255.023
1751978535.893,-398.139,435.470,255.028
1751978535.917,-398.114,435.489,255.023
1751978535.954,-398.112,435.494,255.054
1751978535.977,-398.097,435.478,255.029
1751978536.017,-398.105,435.488,255.041
1751978536.039,-398.128,435.479,255.048
1751978536.097,-398.121,435.478,255.022
1751978536.125,-398.109,435.484,255.051
1751978536.157,-398.123,435.479,255.031
1751978536.199,-398.116,435.484,255.061
1751978536.225,-398.112,435.472,255.053
1751978536.257,-398.103,435.484,255.064
1751978536.287,-398.095,435.488,255.012
1751978536.315,-398.093,435.491,255.050
1751978536.356,-398.120,435.488,255.036
1751978536.397,-398.095,435.486,255.014
1751978536.423,-398.079,435.486,255.028
1751978536.452,-398.118,435.485,255.068
1751978536.486,-398.125,435.480,255.048
1751978536.527,-398.108,435.484,255.028
1751978536.556,-398.131,435.468,255.054
1751978536.586,-398.090,435.491,255.045
1751978536.616,-398.105,435.488,255.061
1751978536.654,-398.142,435.476,255.048
1751978536.678,-398.105,435.483,255.020
1751978536.721,-398.090,435.493,255.060
1751978536.760,-398.098,435.487,255.047
