time,hand_label,x,y,z
1751976562.177,left,-351.053,427.115,193.979
1751976562.229,left,-353.296,391.968,223.573
1751976562.290,left,-351.604,388.483,228.849
1751976562.339,left,-349.996,386.702,231.996
1751976562.386,left,-347.172,385.521,228.090
1751976562.430,left,-347.300,384.272,225.171
1751976562.478,left,-347.338,384.356,224.162
1751976562.530,left,-347.172,385.521,228.090
1751976562.577,left,-350.160,387.054,227.959
1751976562.616,left,-351.476,388.214,231.877
1751976562.657,left,-351.519,388.304,230.868
1751976562.699,left,-353.267,390.366,224.692
1751976562.738,left,-353.340,392.061,222.564
1751976562.780,left,-353.309,395.086,222.346
1751976562.824,left,-357.185,395.367,235.334
1751976562.858,left,-356.958,397.943,239.160
1751976562.911,left,-355.398,400.792,239.967
1751976562.964,right,-525.888,433.352,181.357
1751976563.004,left,-382.766,425.892,205.892
1751976563.041,right,-512.322,468.254,166.894
1751976563.082,right,-492.012,428.221,194.983
1751976563.135,right,-494.173,400.478,178.925
1751976563.190,right,-489.909,388.965,202.845
1751976563.243,left,-367.648,434.103,200.384
1751976563.295,right,-487.361,351.940,236.617
1751976563.335,right,-487.407,347.462,236.940
1751976563.373,right,-498.875,369.862,214.192
1751976563.413,right,-496.982,366.663,216.441
1751976563.455,right,-491.762,367.426,227.448
1751976563.508,right,-490.976,367.160,231.483
1751976563.546,right,-491.535,370.368,228.240
1751976563.610,right,-483.295,365.020,240.712
1751976563.658,right,-483.084,386.342,215.110
1751976563.715,right,-479.792,397.624,223.341
1751976563.773,right,-459.647,430.183,213.100
1751976563.820,right,-457.157,445.696,166.878
1751976563.880,right,-473.294,415.990,232.083
1751976563.926,left,-349.556,401.708,200.837
1751976563.960,right,-470.154,414.350,233.225
1751976564.003,right,-440.096,436.341,176.689
1751976564.054,right,-463.044,381.478,235.645
1751976564.110,right,-457.622,455.832,183.188
1751976564.154,right,-445.427,419.339,174.874
1751976564.200,left,-351.744,391.861,224.594
1751976564.256,left,-352.355,408.925,205.310
1751976564.305,left,-353.627,408.282,211.364
1751976564.339,left,-352.058,408.157,212.386
1751976564.373,right,-453.525,415.129,225.256
1751976564.428,right,-449.095,407.565,225.831
1751976564.467,right,-458.608,436.338,189.602
1751976564.510,right,-486.209,378.142,223.703
1751976564.556,right,-501.832,421.746,185.360
1751976564.588,right,-509.772,453.225,203.088
1751976564.625,right,-513.241,457.063,207.801
1751976564.668,right,-508.468,436.819,189.241
1751976564.709,right,-501.894,417.954,177.613
1751976564.770,left,-357.407,432.373,189.547
1751976564.819,left,-356.144,444.591,179.650
1751976564.874,right,-492.707,480.945,216.237
1751976564.927,left,-485.478,487.344,205.796
