time,hand_label,x,y,z
1751978525.735,right,-499.798,420.907,286.699
1751978525.765,right,-499.371,419.240,288.828
1751978525.800,right,-502.086,421.459,282.634
1751978525.846,right,-503.197,422.131,277.565
1751978525.897,right,-504.673,421.351,283.627
1751978525.954,right,-506.319,420.091,282.705
1751978526.011,right,-506.810,419.573,286.750
1751978526.061,right,-507.725,420.105,282.695
1751978526.106,right,-509.362,420.251,281.671
1751978526.146,right,-507.954,420.238,281.681
1751978526.176,right,-509.823,420.517,279.644
1751978526.212,right,-507.725,420.105,282.695
1751978526.273,right,-508.855,422.186,277.524
1751978526.318,right,-507.268,419.839,284.722
1751978526.364,left,-296.644,422.971,278.855
1751978526.403,right,-507.653,423.725,276.418
1751978526.452,left,-295.340,419.595,283.117
1751978526.497,right,-494.133,394.723,283.614
1751978526.532,right,-497.292,399.138,268.235
1751978526.579,left,-295.287,417.291,279.274
1751978526.621,left,-293.828,417.535,277.260
1751978526.665,left,-293.842,416.115,277.363
1751978526.713,left,-292.424,416.102,277.373
1751978526.755,left,-292.291,418.166,272.212
1751978526.807,left,-293.739,418.051,273.213
1751978526.855,left,-293.784,417.793,275.237
1751978526.888,left,-293.725,419.477,273.110
1751978526.937,left,-292.363,417.779,275.247
1751978526.979,left,-293.739,418.051,273.213
1751978527.020,left,-293.769,419.216,275.134
1751978527.065,left,-293.813,418.955,277.158
1751978527.113,left,-293.843,420.110,279.079
1751978527.166,left,-292.391,421.647,277.975
1751978527.226,right,-497.248,403.442,267.925
1751978527.283,left,-292.448,422.659,280.910
1751978527.327,left,-293.859,422.673,280.900
1751978527.376,left,-292.433,424.072,280.808
1751978527.429,right,-489.741,376.419,265.915
1751978527.470,right,-504.305,435.266,283.628
1751978527.504,right,-504.305,435.266,283.628
1751978527.555,left,-295.065,424.041,270.767
1751978527.594,left,-293.681,423.756,272.801
1751978527.628,left,-293.740,422.062,274.929
1751978527.680,left,-293.666,421.168,270.983
1751978527.734,left,-292.167,421.550,267.958
1751978527.775,left,-293.710,420.903,273.007
1751978527.823,left,-293.762,421.928,275.941
1751978527.859,left,-295.182,421.942,275.931
1751978527.893,left,-295.065,424.041,270.767
1751978527.930,left,-296.474,424.190,269.744
1751978527.973,left,-296.402,426.033,266.604
1751978528.037,left,-296.184,430.310,256.270
1751978528.092,right,-485.152,383.496,266.436
1751978528.148,right,-483.055,383.820,262.416
1751978528.204,right,-481.804,383.894,261.416
1751978528.264,left,-294.918,429.032,265.394
1751978528.316,right,-479.593,383.528,265.468
1751978528.358,right,-479.210,383.352,267.488
1751978528.399,right,-479.416,382.001,266.582
1751978528.447,right,-481.447,380.829,263.645
1751978528.512,right,-480.854,382.015,266.571
1751978528.558,right,-481.418,383.718,263.437
1751978528.613,right,-479.578,384.970,265.364
1751978528.673,left,-299.023,430.900,252.198
1751978528.727,left,-297.578,428.104,251.407
1751978528.787,left,-297.647,427.556,255.457
1751978528.831,left,-299.023,429.580,251.291
1751978528.875,right,-473.853,394.225,286.790
1751978528.924,right,-475.844,393.137,283.848
1751978528.962,right,-477.666,390.526,282.019
1751978529.009,left,-308.930,451.975,219.530
1751978529.055,left,-301.579,475.892,257.956
1751978529.106,left,-303.026,478.205,260.787
1751978529.156,left,-305.894,479.474,261.680
1751978529.198,left,-305.886,479.672,260.663
1751978529.244,left,-307.347,477.002,259.843
1751978529.293,left,-306.005,469.221,263.422
1751978529.348,left,-304.567,465.807,258.665
1751978529.390,left,-301.747,456.178,256.371
1751978529.444,left,-300.187,453.633,245.536
1751978529.483,right,-460.372,422.512,271.802
1751978529.535,left,-300.199,458.645,250.187
1751978529.565,right,-463.409,421.246,270.871
1751978529.617,left,-322.207,461.266,235.817
1751978529.667,left,-325.351,473.832,214.837
1751978529.711,left,-328.016,479.883,230.424
1751978529.753,left,-329.602,494.275,217.343
1751978529.799,left,-327.764,493.524,235.456
1751978529.833,right,-465.304,410.073,269.660
1751978529.876,right,-457.508,416.405,297.327
1751978529.911,left,-308.605,496.876,266.421
1751978529.940,left,-305.847,487.060,266.145
1751978529.975,left,-300.150,479.418,261.721
1751978530.006,right,-454.164,473.168,293.250
1751978530.036,right,-433.167,454.431,297.748
1751978530.069,right,-432.302,453.370,303.846
1751978530.120,left,-316.194,474.552,226.876
1751978530.167,right,-462.882,449.871,293.873
1751978530.215,right,-455.246,419.712,260.006
1751978530.266,right,-460.104,397.945,276.585
1751978530.320,right,-466.125,399.046,266.440
1751978530.380,right,-462.508,406.270,277.974
1751978530.431,right,-455.513,430.598,274.257
1751978530.486,right,-450.912,482.689,286.568
1751978530.531,left,-314.428,491.934,249.695
1751978530.577,left,-308.731,484.228,266.331
1751978530.632,left,-324.602,481.893,257.372
1751978530.691,right,-458.665,473.778,283.150
1751978530.731,right,-478.774,482.958,286.366
1751978530.766,right,-467.040,427.739,232.278
1751978530.808,right,-482.556,423.751,274.575
1751978530.874,right,-476.622,384.239,273.457
1751978530.933,right,-479.281,384.177,274.446
1751978530.974,right,-476.866,392.948,285.860
1751978531.016,left,-319.593,430.652,234.034
1751978531.064,right,-465.774,433.558,263.950
1751978531.116,left,-316.021,461.733,281.945
1751978531.161,left,-320.588,444.782,266.094
1751978531.204,left,-319.024,450.605,273.705
1751978531.247,left,-321.756,458.807,275.100
1751978531.290,left,-327.563,476.336,256.752
1751978531.344,left,-329.479,486.252,227.949
1751978531.407,right,-477.281,390.331,284.041
1751978531.454,right,-474.097,398.449,299.518
1751978531.494,right,-484.038,438.481,306.588
1751978531.524,right,-470.960,430.449,332.319
1751978531.571,right,-461.239,456.685,331.491
