time,hand_label,x,y,z
1751974450.573,left,-844.688,652.498,2.025
1751974450.573,left,-866.037,622.708,6.042
1751974450.573,left,-872.881,590.216,6.338
1751974450.573,left,-877.103,568.804,-11.193
1751974450.573,left,-832.053,603.960,21.655
1751974450.573,left,-849.588,555.794,-3.055
1751974450.573,left,-849.588,555.794,-3.055
1751974450.573,left,-849.588,555.794,-3.055
1751974450.573,left,-849.588,555.794,-3.055
1751974450.573,left,-812.769,542.958,22.175
1751974450.573,left,-812.769,542.958,22.175
1751974450.573,left,-812.769,542.958,22.175
1751974450.573,left,-812.769,542.958,22.175
1751974450.573,left,-781.844,540.966,47.587
1751974450.573,left,-791.201,529.906,59.353
1751974450.573,left,-791.201,529.906,59.353
1751974450.573,left,-791.201,529.906,59.353
1751974450.573,left,-791.201,529.906,59.353
1751974450.573,left,-770.913,538.086,60.901
1751974450.573,left,-770.913,538.086,60.901
1751974450.631,left,-812.758,656.779,-13.115
1751974450.631,left,-812.758,656.779,-13.115
1751974450.631,left,-872.881,607.833,1.056
1751974450.631,left,-882.804,576.571,-4.773
1751974450.631,left,-885.740,554.344,-12.211
1751974450.631,left,-841.525,594.414,10.251
1751974450.631,left,-845.699,553.156,9.192
1751974450.631,left,-856.813,536.003,-4.681
1751974450.631,left,-856.813,536.003,-4.681
1751974450.631,left,-856.813,536.003,-4.681
1751974450.631,left,-818.255,541.852,10.188
1751974450.631,left,-805.197,508.440,53.794
1751974450.631,left,-811.578,494.666,52.741
1751974450.631,left,-811.578,494.666,52.741
1751974450.631,left,-811.578,494.666,52.741
1751974450.631,left,-783.749,514.995,73.513
1751974450.631,left,-791.608,506.005,76.116
1751974450.631,left,-791.608,506.005,76.116
1751974450.631,left,-791.608,506.005,76.116
1751974450.631,left,-791.608,506.005,76.116
1751974450.631,left,-760.245,522.354,87.172
1751974450.666,left,-818.117,642.979,-3.130
1751974450.666,left,-818.117,642.979,-3.130
1751974450.666,left,-818.117,642.979,-3.130
1751974450.666,left,-894.777,566.653,-9.148
1751974450.666,left,-899.165,542.159,-15.429
1751974450.666,left,-847.099,575.182,15.613
1751974450.666,left,-849.542,536.635,10.360
1751974450.666,left,-856.426,518.299,1.613
1751974450.666,left,-856.426,518.299,1.613
1751974450.666,left,-856.426,518.299,1.613
1751974450.666,left,-815.655,526.216,25.371
1751974450.666,left,-791.416,490.053,89.301
1751974450.666,left,-802.432,477.232,74.113
1751974450.666,left,-802.432,477.232,74.113
1751974450.666,left,-802.432,477.232,74.113
1751974450.666,left,-802.432,477.232,74.113
1751974450.666,left,-802.432,477.232,74.113
1751974450.666,left,-802.432,477.232,74.113
1751974450.666,left,-802.432,477.232,74.113
1751974450.666,left,-802.432,477.232,74.113
1751974450.666,left,-802.432,477.232,74.113
1751974450.702,left,-827.762,643.177,-16.241
1751974450.702,left,-827.762,643.177,-16.241
1751974450.702,left,-890.908,591.031,-3.865
1751974450.702,left,-899.408,558.790,-6.605
1751974450.702,left,-900.067,536.130,-12.994
1751974450.702,left,-853.743,569.329,9.977
1751974450.702,left,-853.408,528.247,6.930
1751974450.702,left,-857.507,507.519,0.379
1751974450.702,left,-865.852,492.927,-11.656
1751974450.702,left,-865.852,492.927,-11.656
1751974450.702,left,-809.743,520.031,38.890
1751974450.702,left,-810.713,496.777,50.589
1751974450.702,left,-809.264,482.547,62.655
1751974450.702,left,-809.264,482.547,62.655
1751974450.702,left,-809.264,482.547,62.655
1751974450.702,left,-809.264,482.547,62.655
1751974450.702,left,-809.264,482.547,62.655
1751974450.702,left,-809.264,482.547,62.655
1751974450.702,left,-809.264,482.547,62.655
1751974450.702,left,-809.264,482.547,62.655
1751974450.702,left,-809.264,482.547,62.655
1751974450.751,left,-829.742,634.567,-11.622
1751974450.751,left,-829.742,634.567,-11.622
1751974450.751,left,-829.742,634.567,-11.622
1751974450.751,left,-899.743,554.418,-3.284
1751974450.751,left,-906.774,532.826,-14.805
1751974450.751,left,-854.674,561.542,12.538
1751974450.751,left,-856.299,521.263,5.410
1751974450.751,left,-860.004,500.940,-4.175
1751974450.751,left,-860.004,500.940,-4.175
1751974450.751,left,-860.004,500.940,-4.175
1751974450.751,left,-810.618,513.532,45.370
1751974450.751,left,-805.676,489.555,62.173
1751974450.751,left,-805.676,489.555,62.173
1751974450.751,left,-805.676,489.555,62.173
1751974450.751,left,-805.676,489.555,62.173
1751974450.751,left,-805.676,489.555,62.173
1751974450.751,left,-805.676,489.555,62.173
1751974450.751,left,-805.676,489.555,62.173
1751974450.751,left,-805.676,489.555,62.173
1751974450.751,left,-805.676,489.555,62.173
1751974450.751,left,-805.676,489.555,62.173
1751974450.801,left,-833.976,630.030,-8.314
1751974450.801,left,-833.976,630.030,-8.314
1751974450.801,left,-833.976,630.030,-8.314
1751974450.801,left,-903.514,548.876,-2.908
1751974450.801,left,-903.514,548.876,-2.908
1751974450.801,left,-859.375,556.528,10.864
1751974450.801,left,-857.227,515.359,7.836
1751974450.801,left,-857.678,490.783,1.587
1751974450.801,left,-857.678,490.783,1.587
1751974450.801,left,-857.678,490.783,1.587
1751974450.801,left,-808.846,505.653,49.961
1751974450.801,left,-811.686,484.015,53.510
1751974450.801,left,-811.686,484.015,53.510
1751974450.801,left,-811.686,484.015,53.510
1751974450.801,left,-811.686,484.015,53.510
1751974450.801,left,-811.686,484.015,53.510
1751974450.801,left,-811.686,484.015,53.510
1751974450.801,left,-811.686,484.015,53.510
1751974450.801,left,-811.686,484.015,53.510
1751974450.801,left,-811.686,484.015,53.510
1751974450.801,left,-811.686,484.015,53.510
1751974450.856,left,-838.686,622.085,-5.766
1751974450.856,left,-838.686,622.085,-5.766
1751974450.856,left,-838.686,622.085,-5.766
1751974450.856,left,-902.154,553.152,2.808
1751974450.856,left,-907.084,536.488,-5.045
1751974450.856,left,-862.182,543.283,13.808
1751974450.856,left,-862.757,501.805,12.789
1751974450.856,left,-865.200,481.558,2.204
1751974450.856,left,-872.833,465.581,-15.742
1751974450.856,left,-872.833,465.581,-15.742
1751974450.856,left,-816.113,489.715,51.064
1751974450.856,left,-822.555,463.681,35.857
1751974450.856,left,-822.555,463.681,35.857
1751974450.856,left,-822.555,463.681,35.857
1751974450.856,left,-822.555,463.681,35.857
1751974450.856,left,-822.555,463.681,35.857
1751974450.856,left,-822.555,463.681,35.857
1751974450.856,left,-822.555,463.681,35.857
1751974450.856,left,-822.555,463.681,35.857
1751974450.856,left,-822.555,463.681,35.857
1751974450.856,left,-822.555,463.681,35.857
1751974450.886,left,-841.463,614.915,0.749
1751974450.886,left,-841.463,614.915,0.749
1751974450.886,left,-841.463,614.915,0.749
1751974450.886,left,-898.263,546.725,7.308
1751974450.886,left,-890.830,529.284,12.626
1751974450.886,left,-869.542,539.687,14.019
1751974450.886,left,-868.496,495.157,9.221
1751974450.886,left,-870.846,474.173,2.700
1751974450.886,left,-870.846,474.173,2.700
1751974450.886,left,-870.846,474.173,2.700
1751974450.886,left,-825.391,484.595,39.342
1751974450.886,left,-830.915,459.681,26.065
1751974450.886,left,-830.915,459.681,26.065
1751974450.886,left,-830.915,459.681,26.065
1751974450.886,left,-830.915,459.681,26.065
1751974450.886,left,-830.915,459.681,26.065
1751974450.886,left,-830.915,459.681,26.065
1751974450.886,left,-830.915,459.681,26.065
1751974450.886,left,-830.915,459.681,26.065
1751974450.886,left,-830.915,459.681,26.065
1751974450.886,left,-830.915,459.681,26.065
1751974450.932,left,-840.563,615.449,-1.288
1751974450.932,left,-840.563,615.449,-1.288
1751974450.932,left,-840.563,615.449,-1.288
1751974450.932,left,-895.395,544.437,9.497
1751974450.932,left,-890.052,527.827,10.731
1751974450.932,left,-872.398,538.288,12.097
1751974450.932,left,-871.201,493.012,11.363
1751974450.932,left,-872.722,472.332,2.821
1751974450.932,left,-872.722,472.332,2.821
1751974450.932,left,-872.722,472.332,2.821
1751974450.932,left,-825.428,480.999,39.601
1751974450.932,left,-829.055,457.311,30.259
