time,hand_label,x,y,z
1751976379.329,left,-353.099,422.041,309.634
1751976379.382,left,-349.237,459.949,322.964
1751976379.449,right,-399.101,391.701,291.472
1751976379.501,left,-361.242,406.719,290.635
1751976379.543,left,-363.903,413.611,291.122
1751976379.593,right,-403.395,432.505,296.518
1751976379.630,left,-365.527,428.449,284.024
1751976379.673,right,-400.500,442.854,282.756
1751976379.720,right,-395.278,426.850,266.901
1751976379.769,right,-403.626,451.323,265.079
1751976379.826,right,-398.733,427.708,260.801
1751976379.885,right,-409.497,448.672,264.229
1751976379.929,right,-380.186,445.652,254.613
1751976379.975,right,-379.496,444.230,263.744
1751976380.020,left,-359.280,433.386,268.669
1751976380.076,left,-359.197,436.099,269.477
1751976380.113,left,-356.816,440.458,259.151
1751976380.162,right,-404.193,460.509,244.359
1751976380.201,right,-412.073,459.189,226.356
1751976380.237,right,-420.436,454.402,219.629
1751976380.267,left,-337.765,458.097,210.879
1751976380.310,left,-331.570,449.017,220.598
1751976380.355,left,-322.742,436.333,214.554
1751976380.403,right,-460.615,420.568,217.799
1751976380.453,left,-318.085,449.070,209.654
1751976380.497,left,-322.968,439.288,193.284
1751976380.539,right,-457.022,422.595,248.757
1751976380.590,right,-427.233,432.650,192.079
1751976380.627,right,-472.990,421.334,224.681
1751976380.664,right,-469.336,399.734,231.278
1751976380.703,right,-471.240,393.957,229.677
1751976380.742,right,-472.107,386.125,234.248
1751976380.795,right,-449.210,429.719,180.115
1751976380.850,right,-451.218,430.121,177.065
1751976380.899,left,-391.914,440.413,166.683
1751976380.942,left,-391.866,445.208,166.337
1751976381.002,right,-440.592,427.227,174.336
1751976381.063,right,-438.943,433.558,173.889
1751976381.110,left,-329.492,438.438,177.260
1751976381.161,left,-327.799,451.227,175.345
1751976381.206,left,-329.764,430.222,167.826
1751976381.254,left,-316.832,443.915,170.932
1751976381.294,left,-310.456,446.164,176.827
1751976381.339,left,-311.991,451.427,162.400
1751976381.397,left,-307.329,433.282,154.717
1751976381.451,left,-303.931,457.459,164.022
1751976381.495,left,-299.276,454.427,173.295
1751976381.528,left,-302.429,453.327,170.346
1751976381.569,left,-304.051,450.159,170.565
1751976381.606,right,-462.347,506.663,145.397
1751976381.645,right,-474.798,508.698,167.226
1751976381.691,right,-476.278,502.157,168.692
1751976381.738,right,-476.529,494.418,168.246
1751976381.774,right,-478.180,488.079,168.693
1751976381.825,right,-479.154,477.846,164.413
1751976381.864,right,-466.358,450.144,158.476
1751976381.914,right,-464.705,440.567,170.207
1751976381.961,right,-456.295,422.551,225.705
1751976382.013,left,-355.412,437.400,163.129
1751976382.076,right,-465.435,416.078,243.157
1751976382.128,right,-475.357,406.744,221.709
1751976382.166,right,-474.391,413.710,226.225
1751976382.205,right,-477.029,408.381,220.577
1751976382.254,right,-478.540,408.395,220.566
1751976382.299,right,-477.864,385.279,227.253
1751976382.342,right,-478.045,385.365,226.243
1751976382.387,right,-476.346,386.768,227.155
1751976382.433,right,-476.346,386.768,227.155
1751976382.473,right,-477.999,389.882,225.917
1751976382.515,right,-480.523,398.022,219.297
1751976382.571,right,-475.490,399.895,230.223
1751976382.624,left,-346.104,448.668,150.345
1751976382.661,right,-487.751,420.042,185.575
1751976382.706,right,-491.929,428.680,178.908
1751976382.772,left,-339.153,485.429,150.743
1751976382.822,left,-332.715,501.718,140.586
1751976382.867,left,-327.661,506.988,146.254
1751976382.919,right,-486.966,479.277,147.214
1751976382.974,right,-480.934,491.097,152.415
1751976383.025,right,-479.099,500.399,161.782
1751976383.059,left,-266.993,485.379,165.256
1751976383.093,left,-266.993,485.379,165.256
1751976383.134,left,-267.184,480.049,168.647
1751976383.173,left,-270.031,450.448,155.727
1751976383.213,left,-318.067,500.918,135.726
1751976383.259,left,-267.764,432.037,174.116
1751976383.300,left,-303.475,502.305,160.787
1751976383.337,left,-305.117,492.820,152.437
1751976383.381,left,-318.513,462.731,130.460
1751976383.423,left,-302.073,458.347,136.900
1751976383.463,left,-287.651,471.128,157.126
1751976383.497,left,-302.374,428.714,139.038
1751976383.539,left,-286.125,447.801,152.805
1751976383.603,left,-286.350,428.220,155.220
1751976383.654,left,-286.248,425.583,150.398
1751976383.690,left,-286.256,414.622,147.179
1751976383.738,left,-286.387,409.406,150.563
1751976383.789,left,-286.430,407.674,151.690
1751976383.843,left,-288.031,407.792,150.668
1751976383.888,left,-288.257,406.871,159.757
1751976383.933,left,-288.392,407.861,165.700
1751976383.969,left,-290.056,410.657,169.498
1751976384.001,left,-290.062,416.709,172.069
1751976384.047,left,-290.108,421.013,175.768
1751976384.091,left,-301.416,406.214,182.779
1751976384.146,left,-312.583,392.129,183.723
1751976384.187,left,-310.656,427.490,188.200
1751976384.242,left,-310.512,443.476,206.097
1751976384.295,right,-513.493,465.453,184.133
1751976384.343,right,-499.762,433.492,178.510
1751976384.382,right,-517.369,434.446,184.342
1751976384.439,right,-517.579,418.685,199.515
1751976384.492,right,-509.132,388.215,176.705
1751976384.549,right,-518.392,376.555,186.510
1751976384.593,right,-546.000,448.252,187.168
1751976384.641,right,-545.782,396.422,193.920
1751976384.691,right,-548.959,493.666,206.929
1751976384.738,right,-551.863,485.500,202.487
